client_id,age,monthly_income,loan_amount,loan_term_months,gender,marital_status,education,has_house,has_car,default
1353,25,,1000,24,Male,Single,Master,0,0,1
1248,40,500,1000,36,Female,Single,Master,1,1,0
1320,35,1000,4000,12,Male,Married,High School,1,0,0
1254,25,300,1000,36,Male,Single,Master,0,1,0
1288,30,300,3000,36,Male,Married,Bachelor,1,1,0
1054,30,700,2000,6,Male,Married,High School,0,0,0
1057,35,1000,2000,24,Female,Married,Master,1,1,0
1054,30,1000,4000,36,Male,Married,Bachelor,0,1,0
1472,,1000,1000,12,Female,Single,Bachelor,1,1,0
1151,40,,2000,6,Male,Single,,0,1,0
1245,40,1000,1000,36,Male,Divorced,High School,1,1,0
1168,,,3000,12,Female,Married,Bachelor,0,0,0
1205,40,300,2000,36,Female,Married,High School,0,0,0
1396,40,500,4000,6,Female,Divorced,PhD,0,0,0
1330,40,300,2000,36,Male,Divorced,Bachelor,0,0,0
1166,25,700,3000,36,Female,Single,Bachelor,0,1,0
1294,30,300,3000,12,Male,Single,High School,0,0,0
1112,30,500,4000,12,Male,Married,High School,0,1,1
1179,25,1000,4000,12,Female,Divorced,High School,0,1,0
1262,25,1000,3000,6,Female,Single,Master,0,1,0
1040,35,500,2000,6,Male,Divorced,PhD,0,0,0
1476,30,700,3000,12,Female,Divorced,Bachelor,1,0,0
1213,35,700,2000,24,Female,Married,PhD,0,0,0
1386,40,700,2000,36,Male,Married,Master,1,0,0
1224,,,1000,12,Other,Divorced,High School,1,0,0
1241,35,500,1000,36,Male,Divorced,Bachelor,1,0,0
1304,30,500,2000,24,Male,Married,Bachelor,0,1,0
1491,30,1000,4000,6,Female,Married,High School,0,0,0
1488,40,500,4000,36,Male,Divorced,Master,1,1,1
1255,40,700,4000,36,Male,Married,Bachelor,1,1,0
1320,25,1000,2000,36,Other,Married,Bachelor,1,0,0
1136,35,,1000,24,Male,Divorced,High School,1,0,0
1263,45,300,1000,24,Male,Married,High School,1,0,0
1448,35,700,4000,6,Other,Divorced,High School,0,1,0
1188,30,1000,4000,24,Female,Single,,0,0,0
1177,40,700,2000,6,Other,Single,High School,1,0,0
1050,,300,2000,12,Female,Single,High School,0,1,0
1251,25,300,4000,36,Male,Married,Bachelor,0,0,0
1083,40,500,1000,24,Female,Divorced,High School,0,0,0
1144,25,300,3000,12,Male,Married,High School,0,0,0
1127,,300,3000,36,Other,Divorced,Master,1,0,0
1001,30,700,1000,36,Male,Single,Bachelor,1,1,0
1123,40,700,1000,6,Female,Single,Bachelor,0,0,0
1037,45,700,4000,12,Male,Married,High School,0,0,0
1400,40,500,4000,36,Female,Married,,1,0,0
1476,25,500,4000,36,Female,Married,Master,1,1,0
1022,30,300,1000,36,Male,Divorced,High School,0,0,1
1295,35,1000,2000,24,Male,Divorced,,0,1,0
1137,40,1000,3000,6,Female,Married,Bachelor,1,0,0
1391,,300,3000,12,Female,Divorced,Master,1,0,0
1296,25,500,3000,6,Male,Married,PhD,0,1,0
1123,35,500,2000,12,Male,Single,Master,1,0,1
1456,30,500,4000,24,,Single,Bachelor,0,0,0
1019,30,300,2000,36,Male,Married,PhD,0,0,0
1461,,500,2000,12,Male,Single,Bachelor,0,1,1
1451,45,1000,4000,36,Other,Single,Master,1,0,0
1481,45,700,2000,6,Male,Divorced,Bachelor,1,0,0
1119,,500,3000,24,Female,Married,High School,0,1,0
1473,25,500,2000,36,Female,Married,Bachelor,1,1,0
1465,25,500,2000,36,Male,Married,High School,0,0,0
1180,40,1000,3000,6,Male,Divorced,Master,1,0,1
1443,35,700,3000,6,Female,Single,Bachelor,1,0,1
1108,,700,3000,36,Male,Divorced,Bachelor,0,0,0
1119,35,500,4000,24,Female,Married,Master,0,0,1
1108,25,700,4000,12,Female,Single,Bachelor,0,1,1
1359,,1000,1000,24,Female,Divorced,High School,1,1,0
1124,,300,1000,6,Male,Married,High School,1,1,0
1284,40,700,1000,24,Male,Single,Master,0,0,0
1000,30,500,4000,12,Male,Married,Master,1,0,0
1383,,500,2000,12,Male,Single,Master,0,1,0
1073,30,1000,2000,24,Male,Single,PhD,1,1,0
1185,40,300,4000,12,Male,Single,High School,1,0,0
1155,25,500,4000,12,Female,Divorced,Bachelor,0,1,1
1452,25,,1000,36,Female,Divorced,Bachelor,0,1,1
1374,30,1000,4000,6,Female,Divorced,PhD,0,1,0
1310,45,500,1000,6,Other,Single,High School,1,0,0
1489,30,1000,2000,24,Female,Divorced,High School,1,0,0
1367,25,300,2000,36,Male,Married,High School,0,0,0
1074,25,300,2000,6,Female,Married,,1,1,0
1168,40,300,1000,6,Male,Married,High School,1,1,0
1051,25,300,4000,6,Male,Divorced,High School,1,0,0
1090,35,300,2000,12,Male,Single,High School,0,0,0
1147,30,1000,1000,24,,Married,High School,1,0,0
1163,25,500,4000,24,Female,Divorced,Master,0,1,0
1116,35,,2000,36,Male,Single,Master,0,0,0
1031,35,700,4000,6,Male,Single,PhD,0,0,0
1023,40,300,4000,6,Male,Married,Bachelor,0,0,0
1303,,300,4000,36,Female,Single,Master,0,1,0
1072,40,1000,4000,12,Male,Single,High School,0,0,0
1071,40,500,2000,12,Female,Divorced,Bachelor,1,0,0
1251,30,700,4000,24,Male,Single,High School,1,1,1
1483,25,700,3000,12,Female,Married,High School,0,1,0
1073,25,500,1000,24,Male,Single,PhD,1,1,0
1339,25,300,1000,6,Other,Single,Master,1,0,0
1097,30,700,3000,24,Female,Divorced,Bachelor,1,0,0
1223,40,700,4000,24,Female,Married,Master,1,1,0
1101,30,500,1000,12,Female,Single,Bachelor,1,0,0
1307,30,,3000,36,Female,Single,Bachelor,1,0,0
1308,30,500,1000,12,Female,Single,PhD,0,1,0
1368,35,500,3000,24,Male,Divorced,,1,1,0
1224,35,700,4000,12,Female,Single,,0,1,0
1082,40,,2000,6,Male,Divorced,Bachelor,1,0,0
1011,40,700,3000,6,Male,Divorced,PhD,1,1,0
1381,45,,4000,24,Female,Married,Bachelor,1,1,0
1280,,500,2000,36,Male,Divorced,High School,1,1,0
1472,,700,1000,12,Female,Single,High School,0,1,0
1354,35,700,2000,6,Female,Single,Bachelor,1,0,0
1402,40,300,1000,36,Female,Single,Bachelor,0,0,0
1240,40,,3000,12,Male,Married,,1,1,0
1167,25,300,3000,12,Female,Married,Master,1,1,1
1427,25,700,2000,6,Female,Single,Bachelor,0,1,0
1013,35,1000,1000,24,Female,Married,High School,1,0,0
1284,35,500,3000,6,Male,Divorced,Bachelor,1,0,0
1297,25,,1000,24,Male,Divorced,,0,0,1
1423,35,700,4000,24,Female,Married,Bachelor,0,1,0
1161,30,1000,3000,12,Female,Married,Bachelor,0,0,0
1444,40,1000,3000,24,Other,Single,Bachelor,1,0,0
1092,35,700,2000,24,Male,Single,Bachelor,1,1,0
1014,25,1000,4000,36,Female,Single,Master,1,1,0
1090,35,300,4000,12,Male,Married,High School,0,1,0
1046,35,1000,2000,24,Female,Married,Bachelor,1,0,0
1410,30,1000,3000,6,Female,Married,Bachelor,1,0,0
1217,35,500,4000,6,Male,Divorced,Master,0,0,0
1367,25,500,3000,24,Male,Divorced,High School,0,1,0
1227,40,500,4000,12,Male,Divorced,Bachelor,0,1,0
1357,,700,3000,36,Female,Divorced,Bachelor,1,1,1
1474,35,500,4000,6,Female,Married,Bachelor,0,1,0
1194,25,300,1000,6,Male,Married,Bachelor,0,0,0
1281,35,1000,1000,6,Male,Divorced,High School,1,1,0
1009,,500,1000,24,Male,Single,High School,0,1,0
1068,30,700,1000,12,Female,Divorced,Master,0,0,0
1335,25,1000,4000,6,Female,Divorced,Master,0,1,1
1236,35,300,2000,36,Male,Married,Master,1,0,0
1201,,700,3000,12,Male,Divorced,PhD,1,0,0
1103,35,500,1000,36,Male,Single,Master,1,1,0
1398,30,700,4000,24,Female,Single,Master,1,1,0
1010,25,700,3000,6,Male,Married,Bachelor,0,0,0
1156,35,500,2000,6,Male,Single,Master,0,0,0
1016,25,500,3000,24,Female,Single,High School,1,0,0
1393,30,300,2000,24,Female,Single,Bachelor,1,0,0
1173,30,1000,1000,12,Male,Single,Bachelor,1,0,0
1256,45,500,3000,36,Female,Single,Master,0,1,0
1358,40,500,3000,36,Male,Divorced,High School,1,0,0
1331,30,700,2000,12,Female,Married,High School,1,1,0
1317,40,700,3000,6,Male,Single,High School,1,0,0
1328,25,300,3000,36,Female,Married,,1,0,0
1461,25,700,4000,24,Female,Married,High School,1,0,0
1208,40,500,3000,12,Female,Divorced,,0,0,0
1348,30,1000,1000,36,Female,Divorced,High School,0,1,0
1461,30,,3000,12,Male,Married,PhD,0,0,0
1413,40,700,3000,36,Female,Married,Master,1,1,0
1486,,1000,2000,36,Female,Married,Bachelor,1,1,0
1069,30,700,3000,24,Female,Single,Bachelor,0,1,1
1371,30,500,4000,36,Female,Single,Bachelor,0,0,0
1036,40,1000,4000,12,Male,Married,High School,1,0,0
1402,25,700,3000,12,Female,Married,High School,0,1,0
1048,35,700,4000,36,Male,Single,Bachelor,1,0,1
1404,30,300,4000,36,Male,Married,Bachelor,0,1,1
1342,45,300,3000,24,Male,Single,,1,0,0
1229,,300,4000,36,Male,Divorced,High School,1,0,0
1248,25,500,2000,24,Male,Married,PhD,1,1,0
1492,35,500,2000,6,Female,Single,PhD,1,0,0
1216,40,300,1000,36,Female,Divorced,Bachelor,1,0,1
1479,25,700,1000,24,Female,Married,Master,1,0,0
1240,25,700,1000,12,Female,Single,,1,1,0
1498,35,700,3000,12,Female,Single,High School,1,1,0
1400,25,500,4000,36,Male,Single,Master,0,0,0
1357,35,1000,2000,24,Male,Married,,1,0,0
1374,25,700,3000,24,Male,Divorced,,0,0,0
1461,40,300,1000,36,Female,Married,,1,1,0
1182,40,500,2000,6,Male,Married,High School,1,1,0
1360,35,1000,1000,36,Female,Married,Master,1,0,0
1024,35,300,1000,36,Female,Divorced,High School,1,0,1
1411,30,300,3000,6,Female,Divorced,PhD,0,0,0
1291,30,500,1000,24,Female,Single,PhD,0,1,1
1309,40,1000,3000,6,,Divorced,Master,0,0,0
1420,30,300,1000,6,Female,Married,Master,0,0,0
1311,30,500,3000,12,Male,Single,High School,1,1,0
1280,,700,1000,36,Male,Married,High School,0,1,0
1464,,700,1000,12,Female,Single,Bachelor,1,1,0
1334,25,700,2000,24,Female,Married,Master,0,0,0
1086,25,500,3000,12,Male,Single,PhD,1,1,0
1302,35,700,4000,6,Female,Divorced,Master,1,1,0
1128,45,500,4000,24,Female,Single,Bachelor,0,0,0
1492,,700,2000,24,Male,Married,High School,0,1,1
1023,35,500,3000,36,Female,Married,Bachelor,0,1,0
1193,35,300,1000,6,Female,Married,High School,0,1,1
1212,35,300,3000,36,Male,Single,Master,0,1,0
1346,35,500,2000,6,,Divorced,Master,1,0,0
1287,40,700,1000,6,Female,Single,High School,0,1,1
1342,45,500,2000,6,Female,Divorced,PhD,1,1,0
1165,25,700,2000,36,Female,Single,High School,0,0,0
1085,45,500,1000,24,Other,Married,Bachelor,1,0,1
1239,30,1000,1000,24,Male,Married,PhD,1,1,0
1138,30,500,3000,24,,Single,,0,0,0
1321,30,700,3000,36,Male,Married,Master,0,1,1
1022,25,500,2000,6,Female,Divorced,Master,1,0,0
1011,35,1000,1000,6,Male,Married,Master,1,0,0
1218,35,700,2000,24,Male,Married,Bachelor,1,1,0
1327,25,300,3000,6,Female,Divorced,,1,0,0
1315,35,300,4000,12,Female,Single,Bachelor,1,0,0
1195,30,700,2000,6,Male,Divorced,,1,0,0
1374,30,1000,1000,12,Female,Married,Master,0,1,0
1341,35,500,1000,6,Female,Divorced,Bachelor,0,0,0
1384,45,700,2000,6,Female,Single,High School,0,0,1
1318,45,700,1000,6,Male,Single,High School,1,1,0
1255,,1000,4000,12,Female,Divorced,Bachelor,0,0,0
1133,,,2000,24,Female,Divorced,Bachelor,0,1,0
1431,45,1000,4000,12,Male,Divorced,Bachelor,1,0,0
1253,35,300,1000,24,Female,Married,High School,0,0,0
1100,45,500,2000,6,Female,Single,,1,0,0
1045,40,300,4000,24,Male,Divorced,Master,0,0,0
1213,,500,2000,36,Female,Divorced,Bachelor,0,0,0
1124,45,1000,4000,36,Female,Single,High School,0,0,0
1298,35,1000,4000,24,Female,Divorced,Bachelor,0,1,0
1202,35,700,2000,12,Male,Divorced,High School,1,1,0
1020,25,500,3000,24,Female,Divorced,High School,0,1,0
1112,25,700,4000,24,Female,Married,High School,1,1,0
1012,25,500,1000,6,Female,Single,PhD,1,1,0
1264,30,500,4000,24,Male,Married,Bachelor,1,0,0
1375,25,500,3000,24,Female,Single,Bachelor,1,0,1
1197,40,,3000,12,Male,Married,High School,1,0,0
1108,40,700,1000,6,Male,Married,Master,1,1,0
1075,35,300,4000,6,Male,Single,High School,0,0,0
1175,40,1000,2000,12,Male,Divorced,,0,0,0
1065,40,500,4000,36,Female,Divorced,PhD,1,1,0
1128,30,700,1000,24,Female,Single,Bachelor,0,0,0
1390,,700,2000,12,,Divorced,Master,0,0,0
1480,30,700,2000,24,Male,Divorced,High School,1,0,0
1007,25,1000,3000,12,Male,Married,High School,1,1,0
1138,30,500,3000,24,Female,Married,Bachelor,1,0,0
1338,45,500,2000,24,Female,Divorced,Bachelor,0,0,0
1318,25,300,4000,24,Female,Divorced,Bachelor,1,0,0
1360,45,500,3000,36,Male,Divorced,,1,0,0
1272,25,300,1000,24,Male,Single,High School,0,1,1
1415,30,500,1000,6,Male,Single,Bachelor,0,1,0
1424,35,1000,4000,12,Female,Divorced,Bachelor,1,1,1
1351,30,500,3000,36,Male,Married,High School,0,0,1
1350,30,700,1000,24,Male,Divorced,Bachelor,0,1,1
1314,,300,4000,12,Male,Married,Bachelor,1,0,1
1039,30,300,4000,24,Male,Married,Bachelor,1,0,0
1337,25,300,2000,24,Male,Divorced,Bachelor,1,1,1
1259,35,500,1000,36,Female,Married,Bachelor,0,0,0
1060,35,500,1000,24,Female,Single,Bachelor,1,0,0
1019,30,700,4000,24,Female,Divorced,High School,0,1,0
1210,35,500,1000,12,Female,Divorced,,0,0,0
1404,25,1000,1000,36,Female,Divorced,Master,1,0,0
1073,35,1000,4000,12,Female,Married,Master,0,0,0
1172,40,,3000,12,Male,Divorced,High School,1,1,1
1330,40,1000,2000,6,Female,Divorced,,0,1,0
1080,25,,3000,12,Male,Married,Bachelor,0,1,0
1341,35,700,1000,6,Female,Married,Bachelor,0,0,0
1307,,500,4000,24,Male,Single,Bachelor,0,1,0
1052,30,500,4000,6,Male,Divorced,High School,1,1,0
1473,,1000,4000,36,Male,Divorced,Bachelor,1,1,0
1401,,300,1000,24,Male,Single,Bachelor,0,0,0
1241,30,700,3000,12,Male,Married,High School,1,1,1
1353,40,500,4000,6,Male,Divorced,PhD,1,0,0
1069,35,1000,2000,12,Male,Married,Bachelor,1,1,0
1162,35,,4000,12,,Single,High School,0,1,0
1020,,1000,3000,12,Female,Married,PhD,0,1,0
1438,40,700,4000,6,Male,Divorced,Bachelor,1,1,0
1376,30,700,4000,36,Female,Divorced,Bachelor,0,1,0
1153,40,1000,4000,12,Female,Married,Bachelor,0,0,0
1060,25,300,2000,12,Female,Married,Bachelor,1,1,0
1384,40,700,3000,36,Female,Divorced,High School,1,0,0
1313,30,300,2000,6,Female,Divorced,Bachelor,1,0,0
1101,25,500,4000,24,Male,Single,Bachelor,1,0,0
1211,30,700,4000,36,Other,Married,High School,1,1,0
1479,40,500,1000,12,Male,Married,Bachelor,1,0,0
1343,25,500,4000,12,Male,Married,Master,0,0,0
1326,40,700,3000,36,Male,Married,High School,1,0,0
1102,30,1000,3000,6,Female,Single,Master,0,1,0
1028,,1000,4000,24,Male,Divorced,Master,1,0,0
1151,30,700,3000,12,Female,Single,High School,0,0,0
1163,25,700,2000,36,Other,Divorced,High School,0,1,0
1355,30,500,2000,36,Female,Divorced,Bachelor,0,0,0
1056,25,500,2000,24,Male,Divorced,Bachelor,1,0,0
1289,35,700,3000,24,Female,Single,Bachelor,0,0,0
1337,35,500,2000,12,Male,Married,Bachelor,0,1,0
1046,,300,2000,6,Male,Divorced,Master,1,1,0
1368,45,300,2000,12,Male,Divorced,Master,0,1,0
1299,25,,2000,36,Other,Married,High School,1,0,0
1021,25,700,1000,6,,Married,Master,0,1,0
1119,40,1000,3000,6,Male,Single,High School,0,1,0
1180,40,700,4000,6,Male,Married,,0,0,0
1451,,500,3000,6,Female,Single,Bachelor,1,0,0
1190,40,700,2000,6,,Divorced,Bachelor,0,1,0
1058,40,700,2000,6,Female,Divorced,High School,0,1,0
1156,25,700,4000,24,Male,Single,Master,0,0,0
1415,25,500,2000,12,Female,Single,,1,0,0
1172,30,1000,4000,24,Other,Single,Bachelor,1,1,0
1437,30,500,2000,24,Male,Single,PhD,0,1,0
1479,35,500,4000,12,Male,Married,PhD,0,1,0
1099,30,500,3000,36,Male,Single,PhD,1,0,0
1146,40,1000,1000,12,Female,Single,High School,0,1,0
1242,35,1000,4000,6,Male,Divorced,Bachelor,1,1,1
1057,40,700,2000,6,Female,Divorced,,1,1,0
1434,40,,1000,6,Male,Divorced,High School,1,0,0
1064,25,,4000,6,Female,Divorced,Master,1,1,0
1498,35,300,4000,12,Female,Divorced,High School,1,0,1
1146,30,300,1000,24,Male,Divorced,High School,0,0,0
1016,25,500,2000,24,,Married,Bachelor,0,0,0
1312,25,300,2000,36,Male,Single,Bachelor,0,0,0
1430,40,300,2000,36,Other,Married,,0,0,0
1152,45,1000,2000,12,Male,Married,Bachelor,1,0,0
1101,45,700,3000,12,Male,Divorced,,0,1,0
1488,30,500,4000,24,Male,Single,Master,1,1,0
1064,45,1000,2000,12,Male,Single,High School,1,0,1
1467,,1000,3000,12,Female,Single,,1,0,0
1281,,500,4000,36,Male,Single,Bachelor,0,0,0
1312,35,1000,4000,6,Male,Married,Master,1,0,0
1029,25,,1000,24,Male,Married,Bachelor,0,0,0
1120,25,300,1000,24,Male,Divorced,,1,0,0
1169,25,1000,1000,12,Male,Divorced,,1,1,0
1057,35,700,4000,6,Female,Divorced,High School,1,1,0
1182,30,1000,1000,6,Male,Married,Master,0,0,0
1465,45,300,4000,12,Male,Divorced,Bachelor,1,0,0
1269,,300,3000,24,Male,Single,PhD,1,1,0
1009,40,500,2000,24,Female,Divorced,,0,1,1
1382,,500,1000,12,Female,Divorced,High School,1,0,0
1342,25,500,4000,6,Female,Married,,1,0,0
1310,30,500,4000,12,Female,Married,Master,1,1,1
1208,40,1000,4000,12,Male,Married,Bachelor,0,1,0
1180,30,700,4000,12,Male,Single,Master,0,1,0
1202,40,700,3000,6,Male,Single,High School,1,0,0
1459,40,700,2000,36,Female,Single,Master,0,0,0
1378,40,300,1000,12,Female,Married,Master,0,1,0
1090,25,700,1000,6,Male,Married,Master,1,1,0
1390,40,1000,1000,6,Female,Single,,0,0,0
1489,30,700,1000,36,Female,Single,Bachelor,0,0,0
1276,45,700,2000,6,Other,Divorced,High School,0,0,0
1342,30,500,3000,12,Male,Single,PhD,0,1,0
1327,25,1000,2000,12,Male,Single,High School,0,1,0
1250,,300,4000,24,Male,Married,High School,0,1,0
1293,35,700,4000,36,Female,Divorced,High School,0,1,0
1259,25,1000,3000,36,Female,Single,High School,0,0,0
1157,45,300,1000,6,Female,Divorced,Bachelor,1,1,0
1347,45,700,3000,24,Male,Divorced,High School,1,0,1
1320,30,1000,4000,36,Male,Single,Master,0,1,0
1136,45,300,3000,6,Male,Single,,1,1,0
1134,40,300,4000,12,Female,Divorced,PhD,1,0,0
1140,35,1000,4000,6,Male,Single,Master,0,0,0
1411,30,1000,1000,24,Female,Divorced,PhD,0,1,0
1168,30,700,1000,6,Female,Married,Bachelor,1,0,0
1078,35,300,2000,12,Male,Married,High School,0,0,0
1458,40,700,4000,6,Male,Single,Bachelor,1,1,0
1359,45,300,2000,36,Female,Married,High School,0,1,0
1202,30,500,2000,6,Female,Single,Bachelor,0,1,0
1266,35,1000,1000,6,Male,Married,High School,0,0,0
1453,40,1000,1000,36,Male,Divorced,Master,0,0,0
1062,,1000,4000,24,Female,Divorced,Master,1,0,0
1467,35,,3000,24,Female,Married,High School,0,1,0
1350,30,1000,3000,12,Female,Married,PhD,0,1,0
1300,35,1000,3000,36,Male,Divorced,Master,0,0,0
1445,35,,4000,24,Male,Married,PhD,0,1,0
1178,35,500,3000,24,Female,Single,Master,1,0,0
1213,25,300,1000,36,Female,Divorced,High School,0,1,0
1031,25,1000,4000,36,Male,Married,High School,0,0,0
1126,35,500,3000,36,Male,Single,Bachelor,1,1,0
1366,40,700,2000,24,Female,Married,Bachelor,0,1,0
1129,30,1000,1000,36,Male,Divorced,Master,0,0,0
1494,35,700,1000,6,Female,Single,High School,0,0,0
1161,,700,3000,6,Female,Divorced,Bachelor,0,1,0
1136,,700,2000,12,Female,Single,Bachelor,1,1,0
1268,30,300,4000,36,Male,Divorced,High School,0,0,0
1385,35,300,1000,24,Female,Married,High School,1,1,0
1007,40,300,1000,12,Female,Divorced,High School,1,1,0
1272,30,300,3000,36,Female,Married,Bachelor,0,0,0
1033,35,500,2000,24,Female,Married,Bachelor,0,1,0
1273,45,,2000,24,Male,Married,,0,1,1
1244,25,700,1000,6,Female,Married,Master,1,0,0
1148,30,300,4000,6,Female,Divorced,Bachelor,0,0,1
1279,30,700,3000,24,Female,Divorced,Bachelor,0,0,0
1202,35,500,2000,24,Male,Divorced,High School,0,0,0
1144,40,700,1000,12,Female,Married,Master,1,1,0
1138,30,500,3000,12,Male,Divorced,High School,0,1,0
1007,35,1000,3000,6,Other,Married,Master,1,0,0
1149,35,500,4000,6,Female,Divorced,High School,1,0,0
1221,40,300,2000,36,Female,Single,High School,0,1,1
1455,35,700,1000,24,Female,Divorced,High School,1,1,0
1287,45,500,4000,36,Male,Married,Bachelor,0,1,0
1339,,300,2000,6,Female,Married,Bachelor,0,1,0
1482,40,500,4000,12,Other,Single,High School,1,0,0
1421,25,500,1000,6,Male,Single,High School,1,0,0
1300,25,700,1000,36,Male,Married,High School,0,1,0
1089,35,,4000,24,Female,Divorced,Bachelor,0,0,1
1450,45,1000,2000,6,Female,Married,Master,1,0,0
1165,30,1000,2000,12,Female,Married,High School,0,1,0
1266,40,700,1000,36,Female,Divorced,High School,1,1,0
1145,30,700,3000,12,Female,Divorced,High School,1,0,0
1018,30,300,3000,12,Female,Single,Master,0,1,0
1311,35,300,1000,36,Female,Single,Master,1,0,0
1390,30,300,3000,36,Female,Married,,0,1,1
1282,25,1000,2000,12,Female,Married,Bachelor,0,0,0
1226,45,300,4000,12,Male,Divorced,,1,0,0
1189,30,700,3000,6,Male,Divorced,Master,1,0,0
1334,40,1000,1000,12,Female,Married,High School,0,0,0
1489,40,300,1000,24,Male,Married,Master,1,1,0
1220,25,1000,4000,6,Female,Married,Bachelor,1,0,0
1071,25,700,1000,12,Female,Divorced,PhD,1,1,1
1163,35,700,1000,6,Female,Married,,0,1,0
1117,45,300,4000,36,Male,Divorced,Master,0,0,0
1203,35,500,3000,36,Male,Married,Master,1,1,0
1058,30,1000,2000,24,Female,Divorced,High School,0,0,0
1430,35,300,4000,36,Female,Divorced,Bachelor,1,0,0
1335,40,300,1000,6,Male,Married,Master,0,0,0
1356,40,300,4000,12,Male,Single,Bachelor,0,0,0
1482,35,500,1000,12,Male,Single,Master,1,0,0
1026,40,500,1000,12,Male,Single,High School,0,1,0
1313,25,500,4000,36,Female,Married,Bachelor,0,0,0
1257,25,1000,3000,12,Male,Single,Bachelor,0,0,0
1349,25,700,4000,6,,Divorced,Bachelor,1,0,1
1061,45,700,2000,6,Male,Single,High School,1,0,0
1142,35,300,1000,36,Male,Single,Bachelor,1,0,0
1133,35,500,2000,12,Male,Divorced,PhD,1,0,0
1466,40,700,3000,12,Female,Married,High School,1,1,0
1493,40,,4000,12,Male,Married,Bachelor,0,0,0
1340,35,500,1000,6,Male,Single,Bachelor,1,1,0
1489,25,500,3000,36,Male,Married,Master,1,1,0
1240,25,700,2000,24,Male,Married,Bachelor,1,0,1
1209,30,500,2000,6,Female,Married,Bachelor,1,0,1
1041,25,1000,1000,12,Female,Divorced,High School,1,1,0
1459,45,700,2000,36,,Married,Master,0,0,0
1267,40,1000,4000,12,Male,Married,Bachelor,0,1,0
1461,45,700,2000,24,Male,Married,Bachelor,0,0,0
1195,45,1000,4000,12,Male,Single,Bachelor,0,0,0
1255,45,1000,1000,12,Female,Single,Master,0,1,0
1353,30,300,4000,6,Female,Divorced,Bachelor,0,0,0
1380,30,300,4000,36,Male,Married,Bachelor,0,1,0
1436,45,500,3000,6,Female,Single,Master,1,0,0
1356,45,1000,3000,24,Male,Divorced,High School,1,1,0
1313,,700,4000,36,Female,Divorced,High School,1,0,0
1086,40,700,2000,36,Female,Divorced,PhD,1,1,1
1060,40,500,4000,12,Male,Married,High School,1,0,0
1094,35,700,1000,6,Male,Married,High School,1,1,0
1328,25,300,4000,36,Male,Single,Bachelor,1,0,0
1058,25,300,2000,6,Female,Married,Bachelor,1,0,0
1011,25,500,2000,36,Male,Divorced,Master,1,0,0
1074,35,700,2000,12,Female,Single,Bachelor,1,0,0
1042,40,300,1000,12,Other,Divorced,Master,0,1,0
1421,30,500,3000,6,Male,Divorced,High School,1,0,0
1007,45,700,3000,36,Male,Married,Bachelor,0,1,0
1076,45,500,2000,6,,Single,PhD,1,1,0
1161,40,700,2000,12,,Married,Bachelor,0,0,0
1120,35,700,2000,6,Male,Single,High School,0,0,0
1259,40,700,2000,36,,Divorced,PhD,1,0,1
1349,35,1000,4000,24,Male,Married,Bachelor,0,1,0
1288,30,700,1000,12,Female,Divorced,Master,0,1,1
1007,40,700,4000,36,Male,Married,Bachelor,1,0,0
1172,40,700,3000,6,Male,Married,,1,1,1
1449,30,300,4000,6,Male,Divorced,Master,0,0,0
1112,25,700,2000,36,Female,Married,High School,0,0,0
1246,40,500,3000,12,Other,Married,High School,0,0,1
1279,40,1000,2000,12,Male,Single,Bachelor,0,0,0
1486,30,300,4000,6,Female,Single,PhD,0,1,1
1226,35,1000,4000,36,Female,Divorced,High School,0,1,1
1097,45,,2000,24,Male,Married,Bachelor,1,1,1
1170,35,1000,1000,24,Female,Single,Bachelor,1,0,0
1476,25,500,4000,12,Male,Divorced,Bachelor,0,0,0
1115,,500,2000,36,Female,Married,Bachelor,1,1,0
1442,30,1000,1000,12,Male,Single,Bachelor,0,0,0
1115,40,700,1000,24,Male,Single,High School,0,1,0
1043,45,1000,4000,12,,Single,Bachelor,0,1,0
1138,30,500,3000,24,Female,Married,Bachelor,1,0,0
1300,25,1000,3000,6,Male,Married,,1,1,0
1185,30,500,3000,6,Male,Single,Bachelor,1,1,0
1285,45,500,3000,6,Female,Single,Master,1,1,1
1066,35,500,3000,12,Female,Married,Master,0,1,0
1324,40,300,2000,36,Female,Divorced,,0,1,0
1425,35,300,4000,36,Male,Single,Bachelor,1,0,0
1499,25,700,3000,6,Male,Divorced,High School,1,1,1
1074,40,1000,4000,12,Female,Single,,1,1,0
1336,45,500,1000,12,Male,Divorced,Bachelor,1,1,0
1193,45,500,2000,6,,Single,Bachelor,0,0,0
1086,40,1000,3000,24,Female,Single,Bachelor,0,1,0
1241,35,500,1000,6,Male,Married,,1,1,0
1063,30,700,3000,24,Male,Married,Master,1,0,0
1421,40,700,4000,36,Female,Single,Bachelor,0,1,0
1012,30,700,2000,6,Male,Single,Bachelor,1,0,1
1408,45,1000,3000,12,Female,Married,Bachelor,0,1,0
1234,30,1000,1000,6,Female,Married,Bachelor,0,0,0
1039,25,500,4000,6,Female,Divorced,Bachelor,0,1,0
1034,25,300,4000,24,Male,Divorced,Bachelor,1,1,0
1022,30,1000,2000,24,Female,Divorced,High School,0,0,0
1250,35,1000,1000,36,Male,Married,High School,1,0,0
1433,25,1000,2000,24,Female,Divorced,Master,0,0,0
1370,40,500,1000,12,Male,Divorced,Bachelor,0,0,0
